BY,outcome,statistic,feature,level,estimate,std.error,z,p,lower,upper,breakdown
DNV/Other,chosen,mm,Life.expectancy,1 less year on average,0.496087636932703,0.0174225956246747,28.4738076702028,2.47262245750805E-178,0.461939976991136,0.530235296874271,leftright
DNV/Other,chosen,mm,Life.expectancy,1 more year on average,0.504615384615388,0.0201863400353374,24.9978640869037,6.44924275098553E-138,0.465050885166447,0.544179884064328,leftright
DNV/Other,chosen,mm,Life.expectancy,3 more years on average,0.528037383177575,0.0200662941102442,26.3146438638115,1.30387083926084E-152,0.488708169418308,0.567366596936842,leftright
DNV/Other,chosen,mm,Life.expectancy,5 more years on average,0.514637904468406,0.0199145508209738,25.8423054125024,2.96933515130062E-147,0.475606102091004,0.553669706845807,leftright
DNV/Other,chosen,mm,Mental.health,Same number of cases,0.502982107355866,0.0212707608194148,23.6466439365334,1.27799021177856E-123,0.461292182226048,0.544672032485685,leftright
DNV/Other,chosen,mm,Mental.health,50% fewer cases,0.562624254473163,0.0223746609758006,25.1455990811066,1.57885797520704E-139,0.5187707247943,0.606477784152026,leftright
DNV/Other,chosen,mm,Mental.health,25% fewer cases,0.495107632093935,0.0219671368126249,22.5385600461771,1.73882222638593E-112,0.452052835097726,0.538162429090144,leftright
DNV/Other,chosen,mm,Mental.health,10% fewer cases,0.536779324055667,0.0214433726309217,25.0324113326101,2.71388703502591E-138,0.494751085991988,0.578807562119345,leftright
DNV/Other,chosen,mm,Mental.health,5% fewer cases,0.504048582995941,0.0211922327036791,23.7845908000263,4.8218980072754E-125,0.462512570144738,0.545584595847144,leftright
DNV/Other,chosen,mm,Mental.health,5% more cases,0.492063492063494,0.021529997157785,22.8547866707715,1.30969135297309E-115,0.449865473046986,0.534261511080003,leftright
DNV/Other,chosen,mm,Mental.health,10% more cases,0.511811023622048,0.0209961390777684,24.376435197268,3.04124383666312E-131,0.470659347215228,0.552962700028868,leftright
DNV/Other,chosen,mm,Mental.health,25% more cases,0.4750499001996,0.0222867664233983,21.3153353507962,8.18191885221515E-101,0.431368640677883,0.518731159721317,leftright
DNV/Other,chosen,mm,Mental.health,50% more cases,0.41948310139165,0.020394415941184,20.5685273165659,5.25372524828229E-94,0.3795107806612,0.4594554221221,leftright
DNV/Other,chosen,mm,Eligibility,People in and out of work are entitled,0.508802816901405,0.013668566878707,37.2242987444443,2.76102279865078E-303,0.482012918098862,0.535592715703948,leftright
DNV/Other,chosen,mm,Eligibility,Everyone is entitled but people of working age who are not disabled are required to look for work,0.536888888888891,0.0127053336836315,42.2569687863117,0,0.51198689245741,0.561790885320372,leftright
DNV/Other,chosen,mm,Eligibility,Only people in work are entitled,0.473916887709988,0.0139310151723758,34.0188336489454,1.17343954697044E-253,0.44661259970405,0.501221175715926,leftright
DNV/Other,chosen,mm,Eligibility,Only people out of work are entitled,0.480667838312832,0.0145820986285881,32.9628711583727,2.76688802266374E-238,0.452087450181788,0.509248226443876,leftright
DNV/Other,chosen,mm,Means.testing,People with any or no amount of income are entitled to the full benefit,0.508535489667565,0.0136347042821454,37.29714111464,1.82590361614841E-304,0.481811960334706,0.535259019000424,leftright
DNV/Other,chosen,mm,Means.testing,Only those with incomes less than £20k are entitled to the full benefit,0.509283819628652,0.0130471750617857,39.0340297586954,0,0.483711826407563,0.534855812849741,leftright
DNV/Other,chosen,mm,Means.testing,Only those with incomes less than £50k are entitled to the full benefit,0.501757469244291,0.0131775756977141,38.0766144512706,0,0.475929895473221,0.527585043015361,leftright
DNV/Other,chosen,mm,Means.testing,Only those with incomes less than £125k are entitled to the full benefit,0.480836236933796,0.0130239557727613,36.9193696080749,2.25956334021262E-298,0.455309752682941,0.50636272118465,leftright
DNV/Other,chosen,mm,Citizenship,"Citizens, permanent residents and anyone residing in the UK for more than six months are entitled",0.507284768211913,0.012255533065804,41.3923054581253,0,0.483264364791598,0.531305171632229,leftright
DNV/Other,chosen,mm,Citizenship,Only citizens and permanent residents are entitled,0.511258278145682,0.0114911635638375,44.4914281574239,0,0.488736011420102,0.533780544871262,leftright
DNV/Other,chosen,mm,Citizenship,Only citizens are entitled,0.481456953642366,0.0114473156771297,42.0585023792309,0,0.459020627195531,0.503893280089201,leftright
DNV/Other,chosen,mm,Poverty,Unchanged.,0.42857142857143,0.0217644793667871,19.6913246280283,2.55909352639355E-86,0.385913832870262,0.471229024272598,leftright
DNV/Other,chosen,mm,Poverty,Decreased by 100%.,0.665137614678903,0.0232124224190849,28.6543818077357,1.4136943566644E-180,0.619642102743567,0.71063312661424,leftright
DNV/Other,chosen,mm,Poverty,Decreased by 75%.,0.626477541371161,0.0274506915975102,22.8219219594447,2.77819370848395E-115,0.572675174489324,0.680279908252997,leftright
DNV/Other,chosen,mm,Poverty,Decreased by 50%.,0.622500000000007,0.0254415075876674,24.4678896427411,3.24658630652638E-132,0.572635561415776,0.672364438584238,leftright
DNV/Other,chosen,mm,Poverty,Decreased by 25%.,0.583333333333335,0.0220638964981394,26.4383642926591,4.96551999483391E-154,0.540088890838363,0.626577775828308,leftright
DNV/Other,chosen,mm,Poverty,Decreased by 10%.,0.533505154639171,0.024373750393383,21.8885130941526,3.34239410991978E-106,0.485733481699972,0.581276827578371,leftright
DNV/Other,chosen,mm,Poverty,Decreased by 5%.,0.510050251256279,0.022888571595406,22.2840577504038,5.27552765071149E-110,0.465189475271716,0.554911027240841,leftright
DNV/Other,chosen,mm,Poverty,Increased by 5%.,0.409090909090909,0.0223843484902872,18.2757567980331,1.29086810965862E-74,0.365218392232552,0.452963425949265,leftright
DNV/Other,chosen,mm,Poverty,Increased by 10%.,0.424019607843138,0.024411908871628,17.3693753353283,1.4074983587344E-67,0.376173145660873,0.471866070025403,leftright
DNV/Other,chosen,mm,Poverty,Increased by 25%.,0.339999999999999,0.0234813003614933,14.4796069538619,1.63026721410685E-47,0.293977496981305,0.386022503018694,leftright
DNV/Other,chosen,mm,Poverty,Increased by 50%.,0.350230414746545,0.022674428306833,15.4460527077987,8.02073162398863E-54,0.305789351895117,0.394671477597973,leftright
DNV/Other,chosen,mm,Inequality,Unchanged.,0.466800804828971,0.0224275688309949,20.8137051477399,3.25212861215443E-96,0.422843577659428,0.510758031998515,leftright
DNV/Other,chosen,mm,Inequality,Decreased by 50%.,0.608433734939756,0.0191212266998687,31.819806568369,3.44519358694387E-222,0.570956819267788,0.645910650611724,leftright
DNV/Other,chosen,mm,Inequality,Decreased by 25%.,0.575396825396828,0.0197631385844612,29.1146481080305,2.34257568204543E-186,0.53666178554981,0.614131865243846,leftright
DNV/Other,chosen,mm,Inequality,Decreased by 10%.,0.505882352941178,0.0194153973669529,26.055730067222,1.15852488349287E-149,0.467828873356416,0.54393583252594,leftright
DNV/Other,chosen,mm,Inequality,Decreased by 5%.,0.50698602794411,0.0219639789032256,23.0826131357127,6.9225711355754E-118,0.46393742033659,0.55003463555163,leftright
DNV/Other,chosen,mm,Inequality,Increased by 5%.,0.494969818913478,0.021525892771413,22.9941598320517,5.33265167361589E-117,0.452779844346438,0.537159793480519,leftright
DNV/Other,chosen,mm,Inequality,Increased by 10%.,0.49126213592233,0.0202362778518595,24.2763090879971,3.48855863083992E-130,0.45159976015154,0.53092451169312,leftright
DNV/Other,chosen,mm,Inequality,Increased by 25%.,0.476953907815647,0.0230814475056047,20.6639513271354,7.3128361853726E-95,0.43171510199361,0.522192713637684,leftright
DNV/Other,chosen,mm,Inequality,Increased by 50%.,0.375245579567779,0.0222946721996419,16.8311772520166,1.44206102652967E-63,0.331548825009355,0.418942334126204,leftright
